Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2020 JIF
EVOLUTIONARY ECOLOGY,EVOLUTIONARY ECOLOGY,0269-7653,1573-8477,ECOLOGY - SCIE(Q3); GENETICS & HEREDITY - SCIE(Q4); EVOLUTIONARY BIOLOGY - SCIE(Q4),2.652,2.717
WORLD WIDE WEB-INTERNET AND WEB INFORMATION SYSTEMS,WORLD WIDE WEB-INTERNET AND WEB INFORMATION SYSTEMS,1386-145X,1573-1413,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE(Q2); COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q3)",2.442,2.716
Chinese Journal of Communication,Chinese Journal of Communication,1754-4750,1754-4769,COMMUNICATION - SSCI(Q2),2.367,2.714
IEEE MICROWAVE MAGAZINE,IEEE MICROWAVE MAGAZINE,1527-3342,1557-9581,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q2); TELECOMMUNICATIONS - SCIE(Q3)",2.5,2.714
International Journal of Multilingualism,International Journal of Multilingualism,1479-0718,1747-7530,LANGUAGE & LINGUISTICS - AHCI(N/A); LINGUISTICS - SSCI(Q1); EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q3),2.393,2.714
JOURNAL OF NEUROPHYSIOLOGY,JOURNAL OF NEUROPHYSIOLOGY,0022-3077,1522-1598,PHYSIOLOGY - SCIE(Q2); NEUROSCIENCES - SCIE(Q3),2.465,2.714
ACM Transactions on Knowledge Discovery from Data,ACM Transactions on Knowledge Discovery from Data,1556-4681,1556-472X,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE(Q1); COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q2)",2.559,2.713
Electrocatalysis,Electrocatalysis,1868-2529,1868-5994,"CHEMISTRY, PHYSICAL - SCIE(Q3); ELECTROCHEMISTRY - SCIE(Q3)",2.553,2.713
JOURNAL OF REGIONAL SCIENCE,JOURNAL OF REGIONAL SCIENCE,0022-4146,1467-9787,ECONOMICS - SSCI(Q2); ENVIRONMENTAL STUDIES - SSCI(Q3); REGIONAL & URBAN PLANNING - SSCI(Q3),2.4,2.713
Symmetry-Basel,Symmetry-Basel,N/A,2073-8994,MULTIDISCIPLINARY SCIENCES - SCIE(Q2),2.289,2.713
WEED SCIENCE,WEED SCIENCE,0043-1745,1550-2759,PLANT SCIENCES - SCIE(Q2); AGRONOMY - SCIE(Q2),2.263,2.713
JOURNAL OF BIOMECHANICS,JOURNAL OF BIOMECHANICS,0021-9290,1873-2380,"ENGINEERING, BIOMEDICAL - SCIE(Q3); BIOPHYSICS - SCIE(Q3)",2.426,2.712
JOURNAL OF SOCIAL PSYCHOLOGY,JOURNAL OF SOCIAL PSYCHOLOGY,0022-4545,1940-1183,"PSYCHOLOGY, SOCIAL - SSCI(Q3)",2.576,2.712
PHYSICS AND CHEMISTRY OF THE EARTH,PHYSICS AND CHEMISTRY OF THE EARTH,1474-7065,1873-5193,"GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q2); WATER RESOURCES - SCIE(Q2); METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE(Q3)",2.62,2.712
European Journal of Ageing,European Journal of Ageing,1613-9372,1613-9380,GERONTOLOGY - SSCI(Q2),2.422,2.711
PLANT CELL TISSUE AND ORGAN CULTURE,PLANT CELL TISSUE AND ORGAN CULTURE,0167-6857,1573-5044,PLANT SCIENCES - SCIE(Q2); BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q3),2.094,2.711
Patient Preference and Adherence,Patient Preference and Adherence,1177-889X,N/A,"MEDICINE, GENERAL & INTERNAL - SCIE(Q3)",2.542,2.711
JOURNAL OF HEAD TRAUMA REHABILITATION,JOURNAL OF HEAD TRAUMA REHABILITATION,0885-9701,1550-509X,REHABILITATION - SSCI(Q1); REHABILITATION - SCIE(Q2); CLINICAL NEUROLOGY - SCIE(Q3),2.525,2.71
JOURNAL OF HEAD TRAUMA REHABILITATION,JOURNAL OF HEAD TRAUMA REHABILITATION,0885-9701,1550-509X,REHABILITATION - SSCI(Q1); REHABILITATION - SCIE(Q2); CLINICAL NEUROLOGY - SCIE(Q3),2.525,2.71
Frontiers in Energy,Frontiers in Energy,2095-1701,2095-1698,ENERGY & FUELS - SCIE(Q3),2.427,2.709
Journal of Maps,Journal of Maps,1744-5647,1744-5647,"GEOGRAPHY - SSCI(Q2); GEOGRAPHY, PHYSICAL - SCIE(Q3)",2.253,2.709
Journal of Maps,Journal of Maps,1744-5647,1744-5647,"GEOGRAPHY - SSCI(Q2); GEOGRAPHY, PHYSICAL - SCIE(Q3)",2.253,2.709
Brain and Behavior,Brain and Behavior,2162-3279,2162-3279,BEHAVIORAL SCIENCES - SCIE(Q2); NEUROSCIENCES - SCIE(Q3),2.667,2.708
European Journal of Medical Genetics,European Journal of Medical Genetics,1769-7212,1878-0849,GENETICS & HEREDITY - SCIE(Q3),2.611,2.708
JOURNAL OF OCCUPATIONAL HEALTH,JOURNAL OF OCCUPATIONAL HEALTH,1341-9145,1348-9585,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q3)",2.504,2.708
European Physical Journal-Special Topics,European Physical Journal-Special Topics,1951-6355,1951-6401,"PHYSICS, MULTIDISCIPLINARY - SCIE(Q2)",2.621,2.707
International Journal of Management Education,International Journal of Management Education,1472-8117,2352-3565,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q1); MANAGEMENT - SSCI(Q3); BUSINESS - SSCI(Q3),2.37,2.707
Safety and Health at Work,Safety and Health at Work,2093-7911,2093-7997,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q2); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q2)",2.632,2.707
Safety and Health at Work,Safety and Health at Work,2093-7911,2093-7997,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q2); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q2)",2.632,2.707
Current Opinion in Anesthesiology,Current Opinion in Anesthesiology,0952-7907,1473-6500,ANESTHESIOLOGY - SCIE(Q3),2.526,2.706
Operations Management Research,Operations Management Research,1936-9735,1936-9743,MANAGEMENT - SSCI(Q1),1.882,2.706
RESEARCH EVALUATION,RESEARCH EVALUATION,0958-2029,1471-5449,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI(Q2),2.426,2.706
Sexual Health,Sexual Health,1448-5028,1449-8987,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q4); INFECTIOUS DISEASES - SCIE(Q4); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q4)",2.553,2.706
Sexual Health,Sexual Health,1448-5028,1449-8987,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q4); INFECTIOUS DISEASES - SCIE(Q4); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q4)",2.553,2.706
Foot and Ankle Surgery,Foot and Ankle Surgery,1268-7731,1460-9584,ORTHOPEDICS - SCIE(Q2),2.419,2.705
PROCEEDINGS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,PROCEEDINGS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,1364-5021,1471-2946,MULTIDISCIPLINARY SCIENCES - SCIE(Q2),2.547,2.704
Parkinsons Disease,Parkinsons Disease,2090-8083,2042-0080,CLINICAL NEUROLOGY - SCIE(Q3),2.624,2.704
ALZHEIMER DISEASE & ASSOCIATED DISORDERS,ALZHEIMER DISEASE & ASSOCIATED DISORDERS,0893-0341,0893-0341,PATHOLOGY - SCIE(Q3); CLINICAL NEUROLOGY - SCIE(Q4),2.602,2.703
Journal of Diversity in Higher Education,Journal of Diversity in Higher Education,1938-8926,1938-8934,"PSYCHOLOGY, EDUCATIONAL - SSCI(Q1); EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q1); PSYCHOLOGY, SOCIAL - SSCI(Q2)",2.625,2.703
Operative Neurosurgery,Operative Neurosurgery,2332-4252,2332-4260,SURGERY - SCIE(Q2); CLINICAL NEUROLOGY - SCIE(Q3),2.363,2.703
JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,0887-624X,1099-0518,POLYMER SCIENCE - SCIE(Q3),2.702,2.702
Zoonoses and Public Health,Zoonoses and Public Health,1863-1959,1863-2378,VETERINARY SCIENCES - SCIE(Q1); INFECTIOUS DISEASES - SCIE(Q3),2.584,2.702
JOURNAL OF FOOD SCIENCE AND TECHNOLOGY-MYSORE,JOURNAL OF FOOD SCIENCE AND TECHNOLOGY-MYSORE,0022-1155,0975-8402,FOOD SCIENCE & TECHNOLOGY - SCIE(Q3),2.509,2.701
JOURNAL OF GEOLOGY,JOURNAL OF GEOLOGY,0022-1376,1537-5269,GEOLOGY - SCIE(Q1),2.627,2.701
Anthropological Theory,Anthropological Theory,1463-4996,1741-2641,ANTHROPOLOGY - SSCI(Q2),2.5,2.7
JOURNAL OF APPLIED RESEARCH IN INTELLECTUAL DISABILITIES,JOURNAL OF APPLIED RESEARCH IN INTELLECTUAL DISABILITIES,1360-2322,1468-3148,"REHABILITATION - SSCI(Q2); PSYCHOLOGY, EDUCATIONAL - SSCI(Q3)",2.159,2.7
MICROBES AND INFECTION,MICROBES AND INFECTION,1286-4579,1769-714X,INFECTIOUS DISEASES - SCIE(Q1); MICROBIOLOGY - SCIE(Q1); IMMUNOLOGY - SCIE(Q1),2.636,2.7
Eating Behaviors,Eating Behaviors,1471-0153,1873-7358,"PSYCHOLOGY, CLINICAL - SSCI(Q3); PSYCHIATRY - SSCI(Q3)",2.515,2.699
Iranian Journal of Basic Medical Sciences,Iranian Journal of Basic Medical Sciences,2008-3866,2008-3874,"PHARMACOLOGY & PHARMACY - SCIE(Q3); MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q4)",2.555,2.699
ACTA MECHANICA,ACTA MECHANICA,0001-5970,1619-6937,MECHANICS - SCIE(Q2),2.284,2.698
ANNALS OF ANATOMY-ANATOMISCHER ANZEIGER,ANNALS OF ANATOMY-ANATOMISCHER ANZEIGER,0940-9602,1618-0402,ANATOMY & MORPHOLOGY - SCIE(Q1),2.42,2.698
JOURNAL OF MUSCLE RESEARCH AND CELL MOTILITY,JOURNAL OF MUSCLE RESEARCH AND CELL MOTILITY,0142-4319,1573-2657,CELL BIOLOGY - SCIE(Q3),2.581,2.698
Journal of Applied Oral Science,Journal of Applied Oral Science,1678-7757,1678-7765,"DENTISTRY, ORAL SURGERY & MEDICINE - SCIE(Q2)",2.561,2.698
International Journal of Coal Preparation and Utilization,International Journal of Coal Preparation and Utilization,1939-2699,1939-2702,MINING & MINERAL PROCESSING - SCIE(Q2); ENERGY & FUELS - SCIE(Q4),2.182,2.697
REVISTA BRASILEIRA DE PSIQUIATRIA,N/A,N/A,N/A,N/A,2.697,2.697
REVISTA BRASILEIRA DE PSIQUIATRIA,N/A,N/A,N/A,N/A,2.697,2.697
Journal of Cosmetic Dermatology,Journal of Cosmetic Dermatology,1473-2130,1473-2165,DERMATOLOGY - SCIE(Q3),2.149,2.696
Journal of Electromagnetic Engineering and Science,Journal of Electromagnetic Engineering and Science,2671-7255,2671-7263,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q3)",2.481,2.696
MICHIGAN LAW REVIEW,MICHIGAN LAW REVIEW,0026-2234,1939-8557,LAW - SSCI(Q1),2.429,2.696
MYCOLOGIA,MYCOLOGIA,0027-5514,1557-2536,MYCOLOGY - SCIE(Q3),2.532,2.696
NEUROUROLOGY AND URODYNAMICS,NEUROUROLOGY AND URODYNAMICS,0733-2467,1520-6777,UROLOGY & NEPHROLOGY - SCIE(Q3),2.177,2.696
MOLECULAR BIOTECHNOLOGY,MOLECULAR BIOTECHNOLOGY,1073-6085,1559-0305,BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q3); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q4),2.661,2.695
VETERINARY RECORD,VETERINARY RECORD,0042-4900,2042-7670,VETERINARY SCIENCES - SCIE(Q1),2.48,2.695
HYDROBIOLOGIA,HYDROBIOLOGIA,0018-8158,1573-5117,MARINE & FRESHWATER BIOLOGY - SCIE(Q2),2.414,2.694
INTERNATIONAL JOURNAL OF RADIATION BIOLOGY,INTERNATIONAL JOURNAL OF RADIATION BIOLOGY,0955-3002,1362-3095,"NUCLEAR SCIENCE & TECHNOLOGY - SCIE(Q1); BIOLOGY - SCIE(Q2); RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE(Q3)",2.358,2.694
Islets,Islets,1938-2014,1938-2022,ENDOCRINOLOGY & METABOLISM - SCIE(Q4),2.667,2.694
JOURNAL OF CHEMICAL AND ENGINEERING DATA,JOURNAL OF CHEMICAL AND ENGINEERING DATA,0021-9568,1520-5134,"THERMODYNAMICS - SCIE(Q2); CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q3); ENGINEERING, CHEMICAL - SCIE(Q3)",2.045,2.694
BMC International Health and Human Rights,BMC International Health and Human Rights,N/A,1472-698X,"HEALTH POLICY & SERVICES - SSCI(Q3); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q3)",2.68,2.693
FEBS Open Bio,FEBS Open Bio,2211-5463,2211-5463,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q4),2.633,2.693
MARINE GEOPHYSICAL RESEARCH,MARINE GEOPHYSICAL RESEARCH,0025-3235,1573-0581,OCEANOGRAPHY - SCIE(Q2); GEOCHEMISTRY & GEOPHYSICS - SCIE(Q3),2.667,2.693
ORYX,ORYX,0030-6053,1365-3008,ECOLOGY - SCIE(Q2); BIODIVERSITY CONSERVATION - SCIE(Q2),2.512,2.693
BMJ Open,BMJ Open,2044-6055,2044-6055,"MEDICINE, GENERAL & INTERNAL - SCIE(Q2)",2.575,2.692
CATHETERIZATION AND CARDIOVASCULAR INTERVENTIONS,CATHETERIZATION AND CARDIOVASCULAR INTERVENTIONS,1522-1946,1522-726X,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q3),2.262,2.692
DENDROCHRONOLOGIA,DENDROCHRONOLOGIA,1125-7865,1612-0051,"FORESTRY - SCIE(Q2); GEOGRAPHY, PHYSICAL - SCIE(Q3)",2.128,2.691
EXPERIMENTAL BIOLOGY AND MEDICINE,EXPERIMENTAL BIOLOGY AND MEDICINE,1535-3702,1535-3699,"MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q3)",2.615,2.691
JOURNAL OF THEORETICAL BIOLOGY,JOURNAL OF THEORETICAL BIOLOGY,0022-5193,1095-8541,BIOLOGY - SCIE(Q3); MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE(Q3),2.586,2.691
ADMINISTRATION & SOCIETY,ADMINISTRATION & SOCIETY,0095-3997,1552-3039,PUBLIC ADMINISTRATION - SSCI(Q2),2.434,2.69
Economic Systems Research,Economic Systems Research,0953-5314,1469-5758,ECONOMICS - SSCI(Q3),2.224,2.69
JOURNAL OF FAMILY PSYCHOLOGY,JOURNAL OF FAMILY PSYCHOLOGY,0893-3200,1939-1293,"FAMILY STUDIES - SSCI(Q1); PSYCHOLOGY, CLINICAL - SSCI(Q2)",2.593,2.69
AMERICAN JOURNAL OF HYPERTENSION,AMERICAN JOURNAL OF HYPERTENSION,0895-7061,1941-7225,PERIPHERAL VASCULAR DISEASE - SCIE(Q3),2.589,2.689
Professional Development in Education,Professional Development in Education,1941-5257,1941-5265,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q2),2.0,2.689
ULTRAMICROSCOPY,ULTRAMICROSCOPY,0304-3991,1879-2723,MICROSCOPY - SCIE(Q1),2.341,2.689
AMERICAN JOURNAL OF THERAPEUTICS,AMERICAN JOURNAL OF THERAPEUTICS,1075-2765,1536-3686,PHARMACOLOGY & PHARMACY - SCIE(Q3),2.586,2.688
AUSTRALIAN JOURNAL OF GRAPE AND WINE RESEARCH,AUSTRALIAN JOURNAL OF GRAPE AND WINE RESEARCH,1322-7130,1755-0238,HORTICULTURE - SCIE(Q1); FOOD SCIENCE & TECHNOLOGY - SCIE(Q3),2.417,2.688
Basic and Clinical Andrology,Basic and Clinical Andrology,N/A,2051-4190,ANDROLOGY - SCIE(Q3),2.594,2.688
China Communications,China Communications,1673-5447,N/A,TELECOMMUNICATIONS - SCIE(Q2),2.196,2.688
INFORMATICA,INFORMATICA,0868-4952,1822-8844,"MATHEMATICS, APPLIED - SCIE(Q1); COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q2)",2.481,2.688
JOURNAL OF DIFFERENTIAL GEOMETRY,JOURNAL OF DIFFERENTIAL GEOMETRY,0022-040X,1945-743X,MATHEMATICS - SCIE(Q1),2.65,2.688
Journal of Hand Surgery-European Volume,Journal of Hand Surgery-European Volume,1753-1934,2043-6289,ORTHOPEDICS - SCIE(Q3); SURGERY - SCIE(Q3),1.954,2.688
Journal of Taibah University for Science,Journal of Taibah University for Science,1658-3655,1658-3655,MULTIDISCIPLINARY SCIENCES - SCIE(Q2),2.19,2.688
RESOURCE AND ENERGY ECONOMICS,RESOURCE AND ENERGY ECONOMICS,0928-7655,1873-0221,ECONOMICS - SSCI(Q2); ENVIRONMENTAL STUDIES - SSCI(Q3),2.638,2.688
VETERINARY JOURNAL,VETERINARY JOURNAL,1090-0233,1532-2971,VETERINARY SCIENCES - SCIE(Q1),2.636,2.688
IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS,IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS,1045-9219,1558-2183,"COMPUTER SCIENCE, THEORY & METHODS - SCIE(Q1); ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q2)",2.494,2.687
Journal of the Association for Information Science and Technology,Journal of the Association for Information Science and Technology,2330-1635,2330-1643,"INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI(Q2); COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q3)",2.414,2.687
Journal of the Association for Information Science and Technology,Journal of the Association for Information Science and Technology,2330-1635,2330-1643,"INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI(Q2); COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q3)",2.414,2.687
KIDNEY & BLOOD PRESSURE RESEARCH,KIDNEY & BLOOD PRESSURE RESEARCH,1420-4096,1423-0143,UROLOGY & NEPHROLOGY - SCIE(Q2); PHYSIOLOGY - SCIE(Q2); PERIPHERAL VASCULAR DISEASE - SCIE(Q3),2.633,2.687
Atmosphere,Atmosphere,N/A,2073-4433,METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE(Q3); ENVIRONMENTAL SCIENCES - SCIE(Q3),2.249,2.686
INTERNATIONAL JOURNAL OF LEGAL MEDICINE,INTERNATIONAL JOURNAL OF LEGAL MEDICINE,0937-9827,1437-1596,"MEDICINE, LEGAL - SCIE(Q1)",2.097,2.686
JOURNAL OF VEGETATION SCIENCE,JOURNAL OF VEGETATION SCIENCE,1100-9233,1654-1103,FORESTRY - SCIE(Q1); ECOLOGY - SCIE(Q2); PLANT SCIENCES - SCIE(Q2),2.423,2.685
Physica Medica-European Journal of Medical Physics,Physica Medica-European Journal of Medical Physics,1120-1797,1724-191X,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE(Q3)",2.212,2.685
GEOINFORMATICA,GEOINFORMATICA,1384-6175,1573-7624,"GEOGRAPHY, PHYSICAL - SCIE(Q3); COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q3)",2.474,2.684
COMPUTER,COMPUTER,0018-9162,1558-0814,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE(Q3); COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE(Q3)",2.559,2.683
HASTINGS CENTER REPORT,HASTINGS CENTER REPORT,0093-0334,1552-146X,"ETHICS - SSCI(Q1); SOCIAL SCIENCES, BIOMEDICAL - SSCI(Q1); MEDICAL ETHICS - SCIE(Q1); HEALTH CARE SCIENCES & SERVICES - SCIE(Q2)",2.65,2.683
HASTINGS CENTER REPORT,HASTINGS CENTER REPORT,0093-0334,1552-146X,"ETHICS - SSCI(Q1); SOCIAL SCIENCES, BIOMEDICAL - SSCI(Q1); MEDICAL ETHICS - SCIE(Q1); HEALTH CARE SCIENCES & SERVICES - SCIE(Q2)",2.65,2.683
Journal of Movement Disorders,Journal of Movement Disorders,2005-940X,2093-4939,CLINICAL NEUROLOGY - SCIE(Q2),2.585,2.683
Journal of Bionic Engineering,Journal of Bionic Engineering,1672-6529,2543-2141,"ENGINEERING, MULTIDISCIPLINARY - SCIE(Q2); MATERIALS SCIENCE, BIOMATERIALS - SCIE(Q3); ROBOTICS - SCIE(Q3)",2.207,2.682
Journal of Healthcare Engineering,Journal of Healthcare Engineering,2040-2295,2040-2309,HEALTH CARE SCIENCES & SERVICES - SCIE(Q2),2.6,2.682
BIOTECHNOLOGY PROGRESS,BIOTECHNOLOGY PROGRESS,8756-7938,1520-6033,BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q3); FOOD SCIENCE & TECHNOLOGY - SCIE(Q3),2.448,2.681
Bioanalysis,Bioanalysis,1757-6180,1757-6199,"CHEMISTRY, ANALYTICAL - SCIE(Q3); BIOCHEMICAL RESEARCH METHODS - SCIE(Q3)",2.16,2.681
Health Informatics Journal,Health Informatics Journal,1460-4582,1741-2811,MEDICAL INFORMATICS - SCIE(Q3); HEALTH CARE SCIENCES & SERVICES - SCIE(Q3),2.386,2.681
IISE Transactions,IISE Transactions,2472-5854,2472-5862,"OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE(Q2); ENGINEERING, INDUSTRIAL - SCIE(Q3)",2.392,2.681
JOURNAL OF WOMENS HEALTH,JOURNAL OF WOMENS HEALTH,1540-9996,1931-843X,"WOMENS STUDIES - SSCI(Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q2); MEDICINE, GENERAL & INTERNAL - SCIE(Q2); OBSTETRICS & GYNECOLOGY - SCIE(Q2); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q3)",2.533,2.681
JOURNAL OF WOMENS HEALTH,JOURNAL OF WOMENS HEALTH,1540-9996,1931-843X,"WOMENS STUDIES - SSCI(Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q2); MEDICINE, GENERAL & INTERNAL - SCIE(Q2); OBSTETRICS & GYNECOLOGY - SCIE(Q2); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q3)",2.533,2.681
Geoheritage,Geoheritage,1867-2477,1867-2485,"GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q3)",1.613,2.68
Innate Immunity,Innate Immunity,1753-4259,1753-4267,"MICROBIOLOGY - SCIE(Q3); MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q3); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q3); IMMUNOLOGY - SCIE(Q4)",2.629,2.68
JOURNAL OF GERIATRIC PSYCHIATRY AND NEUROLOGY,JOURNAL OF GERIATRIC PSYCHIATRY AND NEUROLOGY,0891-9887,1552-5708,PSYCHIATRY - SCIE(Q3); CLINICAL NEUROLOGY - SCIE(Q3); GERIATRICS & GERONTOLOGY - SCIE(Q4),2.493,2.68
Journal of Sulfur Chemistry,Journal of Sulfur Chemistry,1741-5993,1741-6000,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q3)",2.38,2.68
Applied Sciences-Basel,Applied Sciences-Basel,N/A,2076-3417,"PHYSICS, APPLIED - SCIE(Q2); ENGINEERING, MULTIDISCIPLINARY - SCIE(Q2); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q3); CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q3)",2.219,2.679
EUROPEAN JOURNAL OF LIPID SCIENCE AND TECHNOLOGY,EUROPEAN JOURNAL OF LIPID SCIENCE AND TECHNOLOGY,1438-7697,1438-9312,NUTRITION & DIETETICS - SCIE(Q3); FOOD SCIENCE & TECHNOLOGY - SCIE(Q3),2.53,2.679
COGNITION & EMOTION,COGNITION & EMOTION,0269-9931,1464-0600,"PSYCHOLOGY, EXPERIMENTAL - SSCI(Q2)",2.445,2.678
ENGINEERING IN LIFE SCIENCES,ENGINEERING IN LIFE SCIENCES,1618-0240,1618-2863,BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q3),2.583,2.678
JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION,JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION,1047-3203,1095-9076,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE(Q2); COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q3)",2.432,2.678
Forensic Chemistry,Forensic Chemistry,2468-1709,2468-1709,"CHEMISTRY, ANALYTICAL - SCIE(Q3)",2.0,2.676
GENES AND IMMUNITY,GENES AND IMMUNITY,1466-4879,1476-5470,GENETICS & HEREDITY - SCIE(Q2); IMMUNOLOGY - SCIE(Q3),2.632,2.676
Photonics,Photonics,N/A,2304-6732,OPTICS - SCIE(Q3),2.445,2.676
Journal of Refugee Studies,Journal of Refugee Studies,0951-6328,1471-6925,DEMOGRAPHY - SSCI(Q2); ETHNIC STUDIES - SSCI(Q2),2.578,2.675
POLITICAL SCIENCE QUARTERLY,POLITICAL SCIENCE QUARTERLY,0032-3195,1538-165X,POLITICAL SCIENCE - SSCI(Q4),2.625,2.675
ACM TRANSACTIONS ON SOFTWARE ENGINEERING AND METHODOLOGY,ACM TRANSACTIONS ON SOFTWARE ENGINEERING AND METHODOLOGY,1049-331X,1557-7392,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE(Q1)",2.543,2.674
Comparative Biochemistry and Physiology D-Genomics & Proteomics,Comparative Biochemistry and Physiology D-Genomics & Proteomics,1744-117X,1878-0407,GENETICS & HEREDITY - SCIE(Q3); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q3),2.514,2.674
International Journal for Parasitology-Parasites and Wildlife,International Journal for Parasitology-Parasites and Wildlife,2213-2244,2213-2244,PARASITOLOGY - SCIE(Q2); ECOLOGY - SCIE(Q3),2.444,2.674
JOURNAL OF ENVIRONMENTAL RADIOACTIVITY,JOURNAL OF ENVIRONMENTAL RADIOACTIVITY,0265-931X,1879-1700,ENVIRONMENTAL SCIENCES - SCIE(Q3),2.108,2.674
JOURNAL OF MAMMARY GLAND BIOLOGY AND NEOPLASIA,JOURNAL OF MAMMARY GLAND BIOLOGY AND NEOPLASIA,1083-3021,1573-7039,PHYSIOLOGY - SCIE(Q3); ONCOLOGY - SCIE(Q4); ENDOCRINOLOGY & METABOLISM - SCIE(Q4),2.49,2.673
MARINE GEORESOURCES & GEOTECHNOLOGY,MARINE GEORESOURCES & GEOTECHNOLOGY,1064-119X,1521-0618,"OCEANOGRAPHY - SCIE(Q2); MINING & MINERAL PROCESSING - SCIE(Q2); ENGINEERING, OCEAN - SCIE(Q3); ENGINEERING, GEOLOGICAL - SCIE(Q3)",2.014,2.673
Acta Cardiologica Sinica,Acta Cardiologica Sinica,1011-6842,N/A,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q4),1.552,2.672
