DOI,Título,Autores,Año,Citas,Revista
10.1080/09528130512331315927,Towards structure discovering in video data,Elisa Bertino * and Mohand-Said Hacid and Farouk Toumani,2005,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130701478629,The message management asynchronous backtracking algorithm,Hong Jiang and José M. Vidal,2008,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2017.1409280,Hidden Markov random field model and Broyden–Fletcher–Goldfarb–Shanno algorithm for brain image segmentation,EL-Hachemi Guerrout and Samy Ait-Aoudia and Dominique Michelucci and Ramdane Mahiou,2018,9,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130902723674,"Computational theories of mind, and Fodor's analysis of neural network behaviour",Marcello Guarini,2009,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2080278,Escaping the No Free Lunch Theorem: A Priori Advantages of Regret-Based Meta-Induction,Gerhard Schurz and Paul Thorn,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130210153514,The myth of the Turing machine: the failings of functionalism and related theses,Chris Eliasmith,2002,11,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2012.693687,"Signals, cochlear mechanics and pragmatism: a new vista on human hearing?",Paolo Palmieri,2012,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130701416835,A-Brain: a general system for solving data analysis problems,Mihai Oltean,2007,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/095281300454847,A case study in the mechanical verification of fault tolerance,Heiko Mantel and Felix C. Gartner,2000,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1554711,RMRL: improved regret minimisation techniques using learning automata,Safiye Ghasemi and Mohammad Reza Meybodi and Mehdi Dehghan Takht-Fooladi and Amir Masoud Rahmani,2019,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1949755,COVIDPRO-NET: a prognostic tool to detect COVID 19 patients from lung X-ray and CT images using transfer learning and Q-deformed entropy,Vijay R and Abhishek Kumar and Ankit Kumar and V D Ashok Kumar and Rajeshkumar K and V D Ambeth Kumar and Abdul Khader Jilani Saudagar and Abirami A,2021,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813021000055225,"Bridging the cognitive-cellular neuroscience gap empirically: a study combining physiology, modelling and fMRI",John Bickle and Malcolm Avison and Vincent Schmithorst and Anthony Landreth and Scott Holland,2003,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2017.1354084,Pseudo almost periodic solutions for CNNs with oscillating leakage coefficients and complex deviating arguments,Aiping Zhang,2018,4,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2015.1042532,Transductive learning with nonlinear flexibility using trace norm minimization and fixed point continuation,Yizhen Huang and Yepeng Guan and Jiawen Wang,2016,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2013.813978,Application of firefly algorithm and ANFIS for optimisation of functionally graded beams,S. Kamarian and M.H. Yas and A. Pourasghar and M. Daghagh,2014,18,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2023.2165722,Computer-aided COVID-19 diagnosis: a possibility?,Aamir Wali and Shahroze Ali and Asma Naseer and Saira Karim and Zareen Alamgir,2023,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1966842,Prediction of cardiovascular disease using deep learning algorithms to prevent COVID 19,Malathi S and Arockia Raj Y and Abhishek Kumar and V D Ashok Kumar and Ankit Kumar and Elangovan D and V D Ambeth Kumar and Chitra B and a Abirami,2021,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2015.1020521,An efficient oscillating inertia weight of particle swarm optimisation for tracking optima in dynamic environments,Javidan Kazemi Kordestani and Alireza Rezvanian and Mohammad Reza Meybodi,2016,16,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1544281,Parameter optimisation of support vector machine using mutant particle swarm optimisation for diagnosis of metal-oxide surge arrester conditions,Chien-Nan Chen and Thom Thi Hoang and Ming-Yuan Cho,2019,3,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130701476391,Naive Bayes for optimal ranking,Harry Zhang and Jiang Su,2008,43,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2153271,Mean-AVaR in credibilistic portfolio management via an artificial neural network scheme,Fatemeh Talebi and Alireza Nazemi and Abdolmajid Abdolbaghi Ataabadi,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2020.1721572,Individual strategic profiles in tacit coordination games,Dor Mizrahi and Ilan Laufer and Inon Zuckerman,2021,8,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1958063,Application of Artificial Intelligence on Post Pandemic Situation and Lesson Learn for Future Prospects,Priyanka Dwivedi and Achintya Kumar Sarkar and Chinmay Chakraborty and Monoj Singha and Vineet Rojwal,2023,7,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130512331315891,A machine-discovery approach to the evaluation of hashing techniques,Howard J. Hamilton * and Demyen Doug,2005,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130050111437,"Consciousness, intentionality and intelligence: some foundational issues for artificial intelligence",Murat Aydede and Guven Guzeldere,2000,3,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2014.886301,Data classification using the Dempster–Shafer method,Qi Chen and Amanda Whitbrook and Uwe Aickelin and Chris Roadknight,2014,31,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2012.693688,"Minds, models and mechanisms: a new perspective on intentional psychology",Eric Hochstein,2012,4,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2014.940144,"Levels of abstraction, emergentism and artificial life",Emanuele Ratti,2015,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2093409,"A comprehensive survey on the ant lion optimiser, variants and applications",Vimal Kumar Pathak and Swati Gangwar and Ramanpreet Singh and Ashish Kumar Srivastava and Mithilesh Dikshit,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2015.1020523,Escalated convergent artificial bee colony,Shimpi Singh Jadon and Jagdish Chand Bansal and Ritu Tiwari,2016,6,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2078889,Projection: a mechanism for human-like reasoning in Artificial Intelligence,F. Guerin,2022,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1509895,Effect of leakage delay on the almost periodic solutions of fuzzy cellular neural networks,Changjin Xu and Lilin Chen,2018,8,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2020.1737244,Global exponential stability of anti-periodic solutions for discontinuous Cohen–Grossberg neural networks with time-varying delays,Chengfeng Xu and Fanchao Kong,2021,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1513081,Designing a system to extract and interpret timed causal sentences in medical reports,C. Puente and A. Sobrino and J. A. Olivas and A. Villa-Monte,2019,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2015.1015218,A learning approach to the bandwidth multicolouring problem,Javad Akbari Torkestani,2016,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2010.505824,An evolutionary algorithm for abductive reasoning,L.B. Romdhane and B. Ayeb,2011,5,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2010.545999,Considering direct interaction of artificial ant colony foraging simulation and animation,Zhigang Meng and Beiji Zou and Yu Zeng,2012,8,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2015.1020570,A novel global Harmony Search method based on Ant Colony Optimisation algorithm,Allouani Fouad and Djamel Boukhetala and Fares Boudjema and Kai Zenger and Xiao-Zhi Gao,2016,8,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2115142,Unsupervised SMT: an analysis of Indic languages and a low resource language,Shefali Saxena and Shweta Chauhan and Paras Arora and Philemon Daniel,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1907794,Multi-attribute strict two-sided matching methods with interval-valued preference ordinal information,Decui Liang and Xin He and Zeshui Xu and Jiahong Li,2022,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130512331315936,On look-ahead and pathology in decision tree learning,Tapio Elomaa * and Tuomo Malinen,2005,3,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2012.695443,A theory-driven testing methodology for developing scientific software,Peter C.R. Lane and Fernand Gobet,2012,14,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2135612,Enhanced unsupervised neural machine translation by cross lingual sense embedding and filtered back-translation for morphological and endangered Indic languages,Shweta Chauhan and Shefali Saxena and Philemon Daniel,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130310001659692,The role of aesthetics in problem solving: some observations and a manifesto,Chris Fields,2004,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2015.1132263,A dynamic fuzzy genetic algorithm for natural image segmentation using adaptive mean shift,M. Arfan Jaffar,2017,4,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130210164198,Generating frequent itemsets incrementally: two novel approaches based on Galois lattice theory,Petko Valtchev and Rokia Missaoui and Robert Godin and Mohamed Meridji,2002,45,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130802319086,"On the nature of minds, or: truth and consequences",Shimon Edelman,2008,25,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130600975691,Frequent mining of subgraph structures,Ping Guo and Xin-Ru Wang and Yan-Rong Kang,2006,7,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813021000055180,Questions about functionalism in Kant's philosophy of mind: lessons for cognitive science,Matt McCormick,2003,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130500324255,Re-representation in comparison: building an empirical case,Kenneth J. Kurtz,2005,11,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130410001710792,The effects of co-operation on multiagent search in task-oriented domains,José M. Vidal,2004,7,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130310001659674,Where are all the cockroaches?,Jerry Dejohn,2004,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2013.782351,"A new hybrid correction method for short-term load forecasting based on ARIMA, SVR and CSA",Abdollah Kavousi-Fard and Farzaneh Kavousi-Fard,2013,49,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2017.1309692,Optimisation of welding processes using quasi-oppositional-based Jaya algorithm,R. Venkata Rao and Dhiraj P. Rai,2017,45,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130802113406,The effect of borderline examples on language learning,Katia Lida Kermanidis,2009,4,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2016.1259264,A reversible data hiding scheme based on graph neighbourhood degree,Sengul Dogan,2017,6,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130210164215,Compressed pseudo-lattices,F. J. Van Der Merwe and D. G. Kourie,2002,4,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2015.1132267,A robot sets a table: a case for hybrid reasoning with different types of knowledge,Masoumeh Mansouri and Federico Pecora,2016,8,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130902823540,"Trust-based protocols for regulating online, friend-of-a-friend communities",Henry Hexmoor,2010,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2016.1214186,Improving experimental methods on success rates in evolutionary computation,David F. Barrero and María D. R-Moreno and David Camacho,2017,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1544202,The fuzzification issue in the Wu–Mendel approach for linguistic summarisation using IF-THEN rules,Vuqar Mirzakhanov,2019,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130210151831,The interaction of representations and planning objectives for decision-theoretic planning tasks,Sven Koenig and Yaxin Liu,2002,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2015.1132266,Visual perception-based criminal identification: a query-based approach,Avinash Kumar Singh and G. C. Nandi,2017,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2108147,A novel convolutional Atangana-Baleanu fractional derivative mask for medical image edge analysis,Justice Kwame Appati and Ebenezer Owusu and Michael Agbo Tettey Soli and Kofi Sarpong Adu-Manu,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/095281302320898361,Concept lattice-based knowledge discovery in databases,Engelbert Mephu Nguifo and Vincent Duquenne and Michel Liquiere,2002,3,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2016.1212104,Redundancy checking algorithms based on parallel novel extension rule,Lei Liu and Yang Yang and Guangli Li and Qi Wang and Shuai Lü,2017,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1960636,Intelligent computational of Experimental Study of Intermittent Feed High-speed Grinding Method utilising PSO basis FEM Solver,Mohammed Al-Nehari and Guoxing Liang and Yonggui Huang and Ming Lv and Waled Yahya,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1509893,SWAQ: a Semantic Web Application Quality Evaluation Framework,Niyati Baliyan and Sandeep Kumar,2018,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2011.610033,Training SVM email classifiers using very large imbalanced dataset,Lili Diao and Chengzhong Yang and Hao Wang,2012,7,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130600926066,The metacognitive loop I: Enhancing reinforcement learning with metacognitive monitoring and control for improved perturbation tolerance,Michael L. Anderson and Tim Oates and Waiyian Chong and Don Perlis,2006,25,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1938697,Planning and acting in dynamic environments: identifying and avoiding dangerous situations,Lukáš Chrpa and Martin Pilát and Jakub Gemrot,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1949754,Novel FNN-based machine deep learning approach for image aggregation in application of the IoT,De-Gan Zhang and Peng Yang and Jie Chen and Xiao-dan Zhang and Ting Zhang,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1948920,An investigation of solutions for handling incomplete online review datasets with missing values,Ya-Han Hu and Chih-Fong Tsai,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1908431,Detection of COVID-19 Disease in Chest X-Ray Images with capsul networks: application with cloud computing,Bekir Aksoy and Osamah Khaled Musleh Salman,2021,4,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2019.1592234,"A computational model of scientific discovery in a very simple world, aiming at psychological realism",Francisco Lara-Dammer and Douglas R. Hofstadter and Robert L. Goldstone,2019,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2019.1647563,Cloud-Fog based framework for drought prediction and forecasting using artificial neural network and genetic algorithm,Amandeep Kaur and Sandeep K. Sood,2020,21,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1924871,Zero Initialised Unsupervised Active Learning by Optimally Balanced Entropy-Based Sampling for Imbalanced Problems,Gábor Szűcs and Dávid Papp,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2020.1764630,Hierarchical classifier design for speech emotion recognition in the mixed-cultural environment,P. Vasuki and Chandrabose Aravindan,2021,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1938695,Block-based pseudo-relevance feedback for image retrieval,Wei-Chao Lin,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2019.1647567,Periodicity on Nicholson’s blowflies systems involving patch structure and mortality terms,Hui-Sheng Ding and Si Fu,2020,6,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130701524117,Cumulative learning techniques in production rules with fuzzy hierarchy (PRFH) system,Kamal K. Bharadwaj and Rekha Kandwal,2008,11,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813031000119719,Formal verification of multi-agent systems behaviour emerging from cognitive task analysis,Ana Lilia Laureano-Cruces and Axel Arturo Barceló-Aspeitia,2003,5,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2012.682752,No-wait two stage hybrid flow shop scheduling with genetic and adaptive imperialist competitive algorithms,Nazanin Moradinasab and Rasoul Shafaei and Meysam Rabiee and Pezhman Ramezani,2013,21,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2012.695459,Validation of simulation models,Muniza Rehman and Stig Andur Pedersen,2012,3,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2015.1132259,On supervised graph Laplacian embedding CA model &amp; kernel construction and its application,Junwei Zeng and Yongsheng Qian and Min Wang and Yongzhong Yang,2017,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1552320,Some 2-tuple linguistic neutrosophic number Muirhead mean operators and their applications to multiple attribute decision making,Jie Wang and Hui Gao and Guiwu Wei,2019,23,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2020.1735530,A new feature extraction approach based on one dimensional gray level co-occurrence matrices for bearing fault classification,Yılmaz Kaya and Melih Kuncan and Kaplan Kaplan and Mehmet Recep Minaz and H.Metin Ertunç,2021,37,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2013.782346,Application of imperialist competitive algorithm and neural networks to optimise the volume fraction of three-parameter functionally graded beams,Mohammad Hosein Yas and Saeed Kamarian and Amin Pourasghar,2014,18,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/095281300146308,Some methodological aspects of tacit knowledge elicitation,K. R. Chervinskaya and E. L. Wasserman,2000,11,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2019.1574908,Implementation issues in optimization algorithms: do they matter?,Thomas Weise and Yuezhong Wu and Weichen Liu and Raymond Chiong,2019,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2020.1735531,A non-reduced order approach to stability analysis of delayed inertial genetic regulatory networks,Qian Wang and Hui Wei and Zhiwen Long,2021,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2019.1704440,Solving the next release problem by means of the fuzzy logic inference system with respect to the competitive market,Hamidreza Alrezaamiri and Ali Ebrahimnejad and Homayun Motameni,2020,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2017.1413140,Reproducible research: a minority opinion,Chris Drummond,2018,7,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2153281,Effective algorithms for mining frequent-utility itemsets,Xuan Liu and Genlang Chen and Shiting Wen and Jingfang Huang,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/095281300409801,Grounding autonomy adjustment on delegation and trust theory,Rino Falcone and Cristiano Castelfranchi,2000,3,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130500283766,From apples and oranges to symbolic dynamics: a framework for conciliating notions of cognitive representation,Rick Dale and Michael J. Spivey,2005,30,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2016.1186230,A bi-population based scheme for an explicit exploration/exploitation trade-off in dynamic environments,Hajer Ben-Romdhane and Saoussen Krichen and Enrique Alba,2017,11,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2020.1725651,Improved butterfly optimisation algorithm based on guiding weight and population restart,Yanju Guo and Xianjie Liu and Lei Chen,2021,13,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1970237,A novel solution of an elastic net regularisation for dementia knowledge discovery using deep learning,Kshitiz Shrestha and Omar Hisham Alsadoon and Abeer Alsadoon and Tarik A. Rashid and Rasha S. Ali and P.W.C. Prasad and Oday D. Jerew,2021,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1960630,HLA: a novel hybrid model based on fixed structure and variable structure learning automata,Saber Gholami and Ali Mohammad Saghiri and S. M. Vahidipour and M.R. Meybodi,2023,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1960633,Emotion recognition in election day tweets using optimised kernel extreme learning machine classifier,N.S.B. Kavitha D and Prasad Reddy P V G D and K. Venkata Rao,2023,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2121426,Intelligent analysis of irregular physical factors for panic disorder using quantum probability,Ankush Manocha and Yasir Afaq and Munish Bhatia,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2015.1024491,Computer-aided diagnosis of breast cancer via Gabor wavelet bank and binary-class SVM in mammographic images,Jordina Torrents-Barrena and Domenec Puig and Jaime Melendez and Aida Valls,2016,16,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2023.2165717,AUTO: supervised learning with full model search and global optimisation,Justin Lovinger and Iren Valova,2023,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1871971,Topological machine learning for multivariate time series,Chengyuan Wu and Carol Anne Hargreaves,2022,3,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1509378,Centroid particle swarm optimisation for high-dimensional data classification,Anwar Ali Yahya,2018,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1517829,The campfire storytelling system – automatic creation and modification of a narrative,James R. Hollister and Avelino J. Gonzalez,2019,4,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2020.1785020,Diversity driven multi-parent evolutionary algorithm with adaptive non-uniform mutation,Sumika Chauhan and Manmohan Singh and Ashwani Kumar Aggarwal,2021,19,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2017.1354082,On transitions in the behaviour of tabu search algorithm TabuCol for graph colouring,D. Chalupa,2018,3,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2015.1020526,Intensity-based statistical features for classification of lungs CT scan nodules using artificial intelligence techniques,Sheeraz Akram and Muhammad Younus Javed and Ayyaz Hussain and Farhan Riaz and M. Usman Akram,2015,24,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2016.1212102,Automatic negotiation: playing the domain instead of the opponent,Eden S. Erez and Inon Zuckerman and Dror Hermel,2017,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/095281300146272,Distribution-balanced stratified cross-validation for accuracy estimation,Xinchuan Zeng and Tony R. Martinez,2000,110,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130210162253,Contextualizing concepts using a mathematical generalization of the quantum formalism,Liane Gabora and Diederik Aerts,2002,102,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2023.2165718,Almost periodic stability on a delay Nicholson’s blowflies equation,Le Li and Xiaodan Ding and Weiping Fan,2023,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2135615,Learning attack-defense response in continuous-time discrete-states Stackelberg Security Markov games,Julio B. Clempner,2022,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130310001626283,Analogical projection in pattern perception,Mehdi Dastani and Bipin Indurkhya and Remko Scha,2003,13,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2016.1212106,Segmentation and classification of brain images using firefly and hybrid kernel-based support vector machine,K. Selva Bhuvaneswari and P. Geetha,2017,11,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130701650318,Learning communicative actions of conflicting human agents,Boris A. Galitsky and Sergei O. Kuznetsov,2008,27,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2020.1744194,Performance evaluation of fuzzy clustered case-based reasoning,Malik Jahan Khan and Cynthia Khan,2021,3,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813021000026795,Consistent subsets of inconsistent systems: structure and behaviour,Elazar Birnbaum and Eliezer L. Lozinskii,2003,38,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2015.1056241,Multi-agent cooperation pursuit based on an extension of AALAADIN organisational model,Mohammed El Habib Souidi and Piao Songhao and Li Guo and Chang Lin,2016,12,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813031000116488,Time-series analysis with neural networks and ARIMA-neural network hybrids,James V. Hansen and Ray D. Nelson,2003,22,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2023.2183270,Ant colony optimisation and fuzzy system for prediction of computational data of fluid flow in a bubble column reactor,Amirali Zandiyeh and Iman Behroyan and Mohammad Mahdi Noori and Meisam Babanezhad,2023,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2080277,Radio galaxies classification system using machine learning techniques in the IoT Era,Kamil Dimililer and Hanifa Teimourian and Fadi Al-Turjman,2022,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2093980,"A novel study to increase the classification parameters on automatic three-class COVID-19 classification from CT images, including cases from Turkey",Hüseyin Yaşar and Murat Ceylan and Hakan Cebeci and Abidin Kılınçer and Fikret Kanat and Mustafa Koplay,2022,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1549108,A multi-layer approach to opinion polarity classification using augmented semantic tree kernels,Ramesh S. Wadawadagi and Veerappa B. Pagi,2019,6,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2052189,CF-PPI: Centroid based new feature extraction approach for Protein-Protein Interaction Prediction,Gunjan Sahni and Bhawna Mewara and Soniya Lalwani and Rajesh Kumar,2022,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2104388,Fitness-distance balance based artificial ecosystem optimisation to solve transient stability constrained optimal power flow problem,Yusuf Sonmez and Serhat Duman and Hamdi T. Kahraman and Mehmet Kati and Sefa Aras and Ugur Guvenc,2022,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2014.921734,Human misidentification in Turing tests,Kevin Warwick and Huma Shah,2015,18,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130601116113,"Models, simulations, instantiations, and evidence: the case of digital evolution",Robert T. Pennock,2007,29,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130210166097,Towards a unified account of supervised and unsupervised category learning,Todd M. Gureckis and Bradley C. Love,2003,12,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130902823698,Principles for interactive acquisition and validation of workflows,Jihie Kim and Yolanda Gil and Marc Spraragen,2010,9,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2015.1024496,Towards cost reduction of breast cancer diagnosis using mammography texture analysis,Mohamed Abdel-Nasser and Antonio Moreno and Domenec Puig,2016,15,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2017.1409278,PDDL4J: a planning domain description library for java,D. Pellier and H. Fiorino,2018,13,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2014.993507,A Forward-Checking algorithm based on a Generalised Hypertree Decomposition for solving non-binary constraint satisfaction problems,Zineb Habbas and Kamal Amroun and Daniel Singer,2015,7,Journal of Experimental &amp; Theoretical Artificial Intelligence
