DOI,Título,Autores,Año,Citas,Revista
10.55730/1300-0632.3971,An effective Hilbert-Huang transform-based approach for dynamic eccentricity fault diagnosis in double-rotor double-sided stator structure axial flux permanent magnet generator under various load and speed conditions,MAKAN TORABI and YOUSEF ALINEJAD BEROMI,2023,0,Turkish Journal of Electrical Engineering and Computer Sciences
10.55730/1300-0632.3981,A new approach to linear displacement measurements based on Hall effect sensors,İSMAİL YARİÇİ and YAVUZ ÖZTÜRK,2023,0,Turkish Journal of Electrical Engineering and Computer Sciences
10.55730/1300-0632.3975,Two new mathematical models for two level electricity network design with distributed generation,BURÇİN ÇAKIR ERDENER and BERNA DENGİZ and ZÜLAL GÜNGÖR and İMDAT KARA,2023,0,Turkish Journal of Electrical Engineering and Computer Sciences
10.3906/elk-1602-354,Robust H$\infty $ control for chaotic supply chain networks,Hamid NOROUZI NAV and Mohammad Reza JAHED MOTLAGH and Ahmad MAKUI,2017,3,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1303-48,Dielectric loaded TEM horn-fed ridged horn antenna designfor ultrawideband ground-penetrating impulse radar,Ahmet Serdar TÜRK and Ahmet Kenan KESKİN and Mustafa Dağcan ŞENTÜRK,2015,12,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1108-70,Face recognition across pose variation and the 3S problem,Jamal Hussain SHAH and Muhammad SHARIF and Mudassar RAZA and Aisha AZEEM,2014,5,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1611-84,Multiobjective distributed model predictive control method for facility environment control based on cooperative game theory,Huanliang XU and Zhaoyu ZHAI and Ke WANG and Shougang REN and Haoyun WANG,2017,5,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1404-191,Performance improvement of three-phase self-excited induction generator feeding induction motor load,Jyotirmayee DALEI and Kanungo Barada MOHANTY,2015,5,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1801-32,A compact branch-line coupler design using low-pass resonators and meandered lines open stubs,,2018,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1603-94,Flexible (2 $\times $ 1) MIMO antenna with electromagnetic band gap unit cell for WiMAX applications,Hussein Qasim AL-FAYYADH and Abdulghafor Abdulghafar ABDULHAMEED and Abdulkareem Swadi ABDULAH and Haider Mhohammed AlSABBAGH,2017,5,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1704-206,A strategy for improving NetClust server placement for multicloud environments,Yuting ZHAO and Jinhong LIU and Qing FANG and Llifang XU and Changlai DU and Xiaoqun YUAN,2018,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1703-14,A simple approach to extract the unknown parameters of PV modules,Ahmed HUSSEIN and Ahmed HUSSEIN,2017,20,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1706-340,A generalized detection system to detect distributed denial of service attacks and flash events for information theory metrics,Sunny BEHAL and Krishan KUMAR and Monika SACHDEVA,2018,6,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1701-294,Fractional-order controller design in frequency domain using an improved nonlinear adaptive seeker optimization algorithm,Mano Ranjan KUMAR and Vishwa DEEPAK and Subhojit GHOSH,2017,12,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1402-23,Cascaded half-full-bridge PWM multilevel inverter configuration,Charles Ikechukwu ODEH,2016,3,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1307-137,Heuristic sample reduction method for support vector data description,Wenzhu SUN and Jianling QU and Yang CHEN and Yazhou DI and Feng GAO,2016,9,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1703-272,A novel multistage system for the detection and removal of pectoral muscles in mammograms,İdil IŞIKLI ESENER and Semih ERGİN and Tolga YÜKSEL,2018,9,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1706-332,Indoor localization of wireless emitter using direct position determination and particle swarm optimization,SAEID HASSANHOSSEINI and MOHAMMAD REZA TABAN and JAMSHID ABOUEI,2018,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1606-206,An intelligent PSO-based energy efficient load balancing multipath technique in wireless sensor networks,Sukhchandan RANDHAWA and Sushma JAIN,2017,5,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1112-27,A new extension of activity networks for modeling and verification of timed systems,Hassan MOTALLEBI and Mohammad Abdollahi AZGOMI and Mohammad Saber MIRZAEI and Ali MOVAGHAR,2013,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1308-60,A new algorithm of parameter estimation of a photovoltaic solar panel,Mustapha BELARBI and Amine BOUDGHENE-STAMBOULI and El-Habib BELARBI and Kamel HADDOUCHE,2016,7,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1307-17,Investigation of the most appropriate mother wavelet for characterizing imaginary EEG signals used in BCI systems,Önder AYDEMİR and TemeL KAYIKÇIOĞLU,2016,10,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1608-6,Token-based authentication method for M2M platforms,Hüseyin POLAT and Saadin OYUCU,2017,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1401-260,Peak-to-average power ratio reduction using backtracking search optimization algorithm in OFDM systems,Necmi TAŞPINAR,2016,5,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1504-17,Significant insights into the operation of DC-link voltage control of a shunt active power filter using different control algorithms: a comparative study,Nor Farahaida ABDUL RAHMAN and Mohd Amran MOHD RADZI and Azura CHE SOH and Norman MARIUN and Nasrudin ABD RAHIM,2017,5,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1403-295,The integrated control of fuzzy logic and model-based approach for variable-speed wind turbine,Jian YANG and Dongran SONG and Hua HAN and Pengsha TONG and Ling ZHOU,2015,11,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1708-221,Gait pattern discrimination of ALS patients using classi cation methods,,2018,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1212-39,Stability analysis of multimachine thermal power systems using the nature-inspired modified cuckoo search algorithm,Shivakumar RANGASAMY and Panneerselvam MANICKAM,2014,7,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1712-169,Research on power-frequency electromagnetic interference model of multicore twisted signal cable of high-speed railway,Bowen ZHANG and Jiangjian XIE and Zhixin WANG and Jin YANG and Hao YAN,2018,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1701-128,LED printers and safe fonts as effective protection against the formation of unwanted emission,Ireneusz KUBIAK,2017,14,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1606-122,A fast feature selection approach based on extreme learning machine and coefficient of variation,Ömer Faruk ERTUĞRUL and Mehmet Emin TAĞLUK,2017,14,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1608-115,MOPSO-based predictive control strategy for efficient operation of sensorless vector-controlled fuel cell electric vehicle induction motor drives,Adel Abdelaziz Abdelghany ELGAMMAL and Mohamed Fathy EL-NAGGAR,2017,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1309-1,Comparison of AR parametric methods with subspace-based methods for EMG signal classification using stand-alone and merged neural network models,Mehmet Recep BOZKURT and Abdülhamit SUBAŞI and Etem KÖKLÜKAYA and Mustafa YILMAZ,2016,15,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1401-272,Online monitoring and accident diagnosis aid system for the Nur Nuclear Research Reactor,Amina Nasrine ALLALOU and Mohamed TADJINE and Mohamed Seghir BOUCHERIT,2016,4,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1509-117,Performance evaluation of simple CSRZ-QDPSK transmitter configurations for 20-Gbps PON applications,Rimmya CHITRAVELU and Ganesh Madhan MUTHU,2017,4,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1412-6,Dynamic characteristics of an isolated self-excited synchronous reluctance generator driven by a wind turbine,Mosaad Mohiedden ALI and Said Mahmoud ALLAM and Talaat Hamdan ABDEL-MONEIM,2016,10,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1203-128,A low-voltage and low-power sinh-domain universal biquadratic filter for low-frequency applications,Farooq KHANDAY and Nisar SHAH,2013,5,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1203-84,Luenberger observer-based sensor fault detection: online application to DC motor,Alkan ALKAYA and İlyas EKER,2014,18,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1210-58,Mechanical fault detection in permanent magnet synchronous motors using equal width discretization-based probability distribution and a neural network model,Mehmet AKAR and Mahmut HEKİM and Umut ORHAN,2015,15,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1408-136,"Novel version of bi input-extended Kalman filter for speed-sensorless control of induction motors with estimations of rotor and stator resistances, load torque, and inertia",Emrah ZERDALİ and Murat BARUT,2016,5,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1404-413,Energy efficient multiconstrained optimization using hybrid ACO and GA in MANET routing,Senthil Kumaran NIVETHA and Ramasamy ASOKAN,2016,3,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1404-236,Low-cost sliding mode control of WECS based on DFIG with stability analysis,Abdelhak DJOUDI and Hachemi CHEKIREB and El Madjid BERKOUK and Seddik BACHA,2015,12,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1510-8,Error sources and measurement uncertainties in outdoor testing of BIPV modules,Kıvanç BAŞARAN,2017,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1205-64,Inverse covariance principal component analysis for power system\\ stability studies,Abdullah AL-ODIENAT and Tauseef GULREZ,2014,7,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1209-109,Model-based test case prioritization using cluster analysis: a soft-computing approach,Nida GÖKÇE and Fevzi BELLİ and Mübariz EMİNLİ and Bekir Taner DİNÇER,2015,8,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1601-240,Training ANFIS by using the artificial bee colony algorithm,Derviş KARABOĞA and Ebubekir KAYA,2017,20,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1602-147,Design optimization of a \''{C}uk DC/DC converter based on reliability constraints,Amirreza ZARRIN GHAREHKOUSHAN and Mehdi ABAPOUR and Amir FARAKHOR,2017,4,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1110-3,Robust sensorless predictive control of induction motors with sliding mode voltage model observer,Seyed Alireza DAVARI and Davood Arab KHABURI and Fengxiang WANG and Ralph KENNEL,2013,10,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1410-95,A new electronically tunable first-order all-pass filter using only three NMOS transistors and a capacitor,Fırat YÜCEL and Erkan YÜCE,2016,3,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1512-86,Improved resettable integrator control for a bridgeless interleaved AC/DC converter,Kanimozhi GUNASEKARAN and Sreedevi VELLITHIRUTHI THAZHATHU,2017,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1611-56,Development of metal oxide arrester block using a rare earth element for very fast transient overvoltage applications,Kannadasan RAJU and Valsalal PRASAD and Jayavel RAMASAMY,2017,4,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1602-189,Application of reinforcement learning for active noise control,Seyed Amir HOSEINI SABZEVARI and Majid MOAVENIAN,2017,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1310-177,An innovative peak detection algorithm for photoplethysmography signals: an adaptive segmentation method,Ahmet Reşit KAVSAOĞLU and Kemal POLAT and Mehmet Recep BOZKURT,2016,15,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1201-22,Performance evolution of a newly developed general-use hybrid AIS-ANN system: AaA-response,Seral ÖZŞEN and Salih GÜNEŞ,2013,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1204-10,Adaptive detection of chaotic oscillations in ferroresonance using modified extended Kalman filter,Cengiz Polat UZUNOĞLU and Mukden UĞUR,2013,3,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1105-51,Optimal Placement of PMU Using Improved Tabu Search for Complete Observability and Out of Step Prediction,AMANY EL ZONKOLY,2013,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1112-26,Shifted-Modified Chebyshev Filters,METİN ŞENGÜL,2013,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1203-34,Optimized operation and maintenance costs to improve system reliability by decreasing the failure rate of distribution lines,Hamed HASHEMI-DEZAKI and Seyed Hossein HOSSEINIAN and Hossein ASKARIAN-ABYANEH and Seyed Mohammad Mousavi AGAH,2013,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1203-19,Optimal iterative learning control design for generator voltage regulation system,Mohsen REZAEI ESTAKHROUIEH and Aliakbar GHARAVEISI,2013,6,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1111-21,"Discovery of the connection among age-related macular degeneration, MTHFR C677T and PAI 1 4G/5G gene polymorphisms, and body mass index by means of Bayesian inference methods",Aydan ÇELEBİLER and Hüseyin ŞEKER and Bora YÜKSEL and Ahmet ORUNSibel BİLGİLİ and Muhammet Baysal KARACA,2013,4,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1201-50,A flexible rule-based framework for pilot performance analysis in air combat simulation systems,Ömer Faruk ARAR and Kürşat AYAN,2013,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1204-94,A performance comparison of linear and nonlinear control of a SCIG-wind farm connecting to a distribution network,Mohamed BENCHAGRA and Mohamed MAAROUFI and Mohammed OUASSAID,2014,6,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1205-12,A learning method to evaluate a generation company''s bidding strategy in the electricity market,Shengjie YANG and Jiangang YAO,2014,3,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1112-8,Markovian approach applied to reliability modeling of a wind farm,Mazaher HAJI BASHI and Akbar EBRAHIMI,2014,7,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1109-13,Topology and control design of a sinusoidal very low frequency high voltage generator,ZHIGANG LIU,2013,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1111-46,Shape control of cyclic networks in multi-robot formations,TOLGA EREN,2013,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1204-14,Analysis of a rule-based curriculum plan optimization system with Spearman rank correlation,Didem ABİDİN and Hafize Şen ÇAKIR,2014,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1208-51,An efficient approach to the local optimization of finite electromagnetic band-gap structures,David DUQUE and Vito LANCELLOTTI and Bastiaan Pieter DE HON and Antonius TIJHUIS,2014,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1203-109,Coherence analysis on thermal effect for power cables under different environmental conditions,Sezai TAŞKIN and Şahin Serhat ŞEKER and Özcan KALENDERLİ and Murat KARAHAN,2014,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1207-69,Competitive unit maintenance scheduling in a deregulated environment based on preventing market power,Hessam GOLMOHAMADI and Maryam RAMEZANI and Hamid FALAGHI,2014,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1112-85,Role of Energy Management in Hybrid Renewable Energy Systems: Case Study Based Analysis Considering Varying Seasonal Conditions,RECEP YUMURTACI,2013,8,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1105-32,BIOGEOGRAPHY-BASED OPTIMIZATION FOR VOLTAGE STABILITY IMPROVEMENT AND REACTIVE RESERVE MANAGEMENT,SUBRAMANIAN ANNAMALAI,2013,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1206-91,Negative selection algorithm for dengue outbreak detection,Maryam MOUSAVI and Azuraliza ABU BAKAR and Suhaila ZAINUDIN and Zalizah AWANG LONG and Mazrura SAHANI and Mohammadmahdi VAKILIAN,2013,3,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1110-53,Multi-Objective Differential Evolution Based PerformanceOptimisation for Switched Reluctance Motor Drives,HEDI YAHIA,2013,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1112-29,Review of distinctive phonetic features and the Arabic share in related modern research,Yousef ALOTAIBI and Ali MEFTAH,2013,10,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1112-53,Operational characteristics of a filtering rectifier transformer for industrial power systems,ZHIYU ZHAO,2013,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1601-185,A 0.65--1.35 GHz synthesizable all-digital phase locked loop with quantization noise suppressing time-to-digital converter,Yalçın BALCIOĞLU and Günhan DÜNDAR,2017,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1508-87,A data-aware cognitive engine for scheduling data intensive applications in a grid,Vijaya NAGARAJAN and Maluk MOHAMED MULK ABDUL,2017,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1504-120,A symmetrically feeding structure for dual-polarized feeds,Jinyuan LIU and Hui DENG and Bin DING and Xiaolong NIU,2017,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1411-23,Thermal aging of solid insulation under dual temperature variation,Amit Kumar MEHTA and Ram Naresh SHARMA and Sushil CHAUHAN,2016,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1607-143,Determination of harmonic current contributions based on robust state estimation,Erhan SEZGİN and Murat GÖL and Özgül SALOR,2018,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1508-37,Energy optimized scheduling for non-preemptive real-time systems,Vasanthamani KANNAIAN and Visalakshi PALANISAMY,2017,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1608-147,Dynamic security enhancement of power systems using mean-variance mapping optimization,Cavit Fatih KÜÇÜKTEZCAN and Veysel Murat İstemihan GENÇ,2017,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1603-197,Impact of distributed generator controllers on the coordination of overcurrent relays in microgrid,Niraj Kumar CHOUDHARY and Soumya Ranjan MOHANTY and Ravindra Kumar SINGH,2017,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1607-190,High inductance fractal inductors for wireless applications,Akhendra Kumar PADAVALA and Bheema Rao NISTALA,2017,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1704-198,Two-bit transform using local binary pattern method for low-complexity block motion estimation,Aysun TAŞYAPI ÇELEBİ,2017,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1501-43,Hadoop framework implementation and performance analysis on a cloud,Göksu Zekiye ÖZEN and Mehmet TEKEREK and Rayimbek SULTANOV,2017,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1512-69,Offset-free adaptive nonlinear model predictive control with disturbance observer for DC-DC buck converters,Bahareh VATANKHAH and Mohammad FARROKHI,2017,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1704-43,Weighted intensity hue saturation transform for image enhancement and pansharpening,Nur Hüseyin KAPLAN,2018,3,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1607-113,Late fusion of facial dynamics for automatic expression recognition,Alessandra BANDRABUR and Laura FLOREA and Cornel FLOREA and Matei MANCAS,2017,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1506-250,Modeling and analysis of a novel dual open-end stator windings wound rotor synchronous machine with dampers,Abdelmonoem NAYLI and Sami GUIZANI and Faouzi BEN AMMAR,2017,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1705-63,Classification of surface electromyogram signals based on directed acyclic graphs and support vector machines,XINHUI HU and JIANGMING KAN and WENBIN LI,2018,4,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1701-214,New Patterson--Wiedemann type functions with 15 variables in the generalized rotation-symmetric class,Selçuk KAVUT,2017,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1612-57,A modeling and simulation study about CO 2 amount with web-based indoor air quality monitoring,,2018,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1608-94,FPGA-based SOC for hardware implementation of a local histogram-based video shot detector,Abdessalem BEN ABDELALI and Mohamed Nidhal KRIFA and Abdellatif MTIBAA,2017,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1708-105,Effect of intuitionistic fuzzy normalization in microarray gene selection,,2018,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1710-27,Reduction of PMUs via hybrid PMU-RTU communication changeover in the case of cyberattack on vulnerable power transmission lines,Noorollah FARDAD and Soodabeh SOLEYMANI and Faramarz FAGHIHI,2018,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1705-268,Real-time power system dynamic security assessment based on advanced feature selection for decision tree classifiers,Qusay AL-GUBRI and Mohd Aifaa MOHD ARIFF,2018,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1706-287,Simplification of harmonics filter for a matrix converter-based drive,GYTIS PETRAUSKAS and GYTIS SVINKUNAS and RASA JURASKIENE,2018,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1704-108,Nonlinear analysis of hybrid phase-controlled systems in z-domain with convex LMI searches,NUR SYAZREEN AHMAD and PEI NI GOH,2018,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1708-112,Interactive process miner: a new approach for process mining,,2018,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1711-339,Solving a combined economic emission dispatch problem using adaptive wind driven optimization,Milena JEVTIĆ and Nenad JOVANOVIĆ and Jordan ADOSAVLJEVIĆ,2018,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1707-101,A comparative analysis of 1-level multiplier-free discrete wavelet transform implementations on FPGAs,Husam ALZAQ and Burak Berk ÜSTÜNDAĞ,2018,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1802-19,Method of singular integral equations in diffraction by semiinfinite grating: E -polarization case,Mstislav KALIBERDA and Leonid LYTVYNENKO and Sergey POGARSKY,2018,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1705-92,A probabilistic scenario-based framework for solving stochastic dynamic economic emission dispatch with unit commitment,Yachao ZHANG and Kaipei LIU and Xiaobing LIAO and Liang QIN and Xueli AN,2017,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1702-98,A novel empirical SIR-to-CQI mapping rule for DC-HSDPA systems,Çetin KURNAZ and Begüm KORUNUR ENGİZ and Murat Oğuz ESENALP,2017,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1801-284,Energy efficiency with an application container,ÖZMEN EMRE DEMİRKOL and AŞKIN DEMİRKOL,2018,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1711-106,"Ab initio study of the structural, electronic, and magnetic properties of Co 2 FeGa and Co 2 FeSi and their future contribution to the building of quantum devices",,2018,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1803-98,A frequency-tuned magnetic resonance-based wireless power transfer system with near-constant efficiency up to 24 cm distance,Seyit Ahmet SİS and Selçuk KAVUT,2018,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1701-326,Regularized estimation of Hammerstein systems using a decomposition-based iterative instrumental variable method,Vikram SAINI and Lillie DEWAN,2017,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
